CRASH DATE,CRASH_COUNT,is_weekend,month,is_holiday,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
2015-10-19,667,0,10,0,126.0,0.0
2015-10-20,714,0,10,0,175.0,1.0
2015-10-21,720,0,10,0,178.0,1.0
2015-10-22,666,0,10,0,170.0,0.0
2015-10-23,742,0,10,0,199.0,2.0
2015-10-24,519,1,10,0,111.0,1.0
2015-10-25,522,1,10,0,139.0,1.0
2015-10-26,698,0,10,0,158.0,1.0
2015-10-27,631,0,10,0,137.0,0.0
2015-10-28,689,0,10,0,183.0,0.0
2015-10-29,767,0,10,0,182.0,0.0
2015-10-30,688,0,10,0,162.0,0.0
2015-10-31,357,1,10,0,99.0,0.0
2015-11-01,312,1,11,0,70.0,3.0
2015-11-02,613,0,11,0,153.0,0.0
2015-11-03,655,0,11,0,169.0,1.0
2015-11-04,672,0,11,0,167.0,0.0
2015-11-05,690,0,11,0,144.0,2.0
2015-11-06,616,0,11,0,134.0,1.0
2015-11-07,500,1,11,0,121.0,1.0
2015-11-08,472,1,11,0,131.0,2.0
2015-11-09,615,0,11,0,174.0,4.0
2015-11-10,757,0,11,0,192.0,0.0
2015-11-11,530,0,11,0,129.0,0.0
2015-11-12,637,0,11,0,139.0,1.0
2015-11-13,677,0,11,0,144.0,0.0
2015-11-14,613,1,11,0,143.0,0.0
2015-11-15,500,1,11,0,133.0,0.0
2015-11-16,618,0,11,0,155.0,1.0
2015-11-17,684,0,11,0,162.0,0.0
2015-11-18,628,0,11,0,132.0,2.0
2015-11-19,797,0,11,0,200.0,0.0
2015-11-20,819,0,11,0,203.0,0.0
2015-11-21,597,1,11,0,125.0,1.0
2015-11-22,431,1,11,0,116.0,0.0
2015-11-23,704,0,11,0,151.0,1.0
2015-11-24,733,0,11,0,140.0,0.0
2015-11-25,717,0,11,0,165.0,2.0
2015-11-26,383,0,11,0,112.0,1.0
2015-11-27,480,0,11,0,145.0,2.0
2015-11-28,508,1,11,0,160.0,0.0
2015-11-29,453,1,11,0,120.0,0.0
2015-11-30,611,0,11,0,132.0,1.0
2015-12-01,746,0,12,0,192.0,2.0
2015-12-02,655,0,12,0,170.0,3.0
2015-12-03,623,0,12,0,123.0,1.0
2015-12-04,680,0,12,0,145.0,0.0
2015-12-05,629,1,12,0,176.0,0.0
2015-12-06,485,1,12,0,134.0,3.0
2015-12-07,668,0,12,0,152.0,1.0
2015-12-08,618,0,12,0,119.0,1.0
2015-12-09,575,0,12,0,114.0,0.0
2015-12-10,668,0,12,0,146.0,0.0
2015-12-11,694,0,12,0,150.0,1.0
2015-12-12,578,1,12,0,139.0,1.0
2015-12-13,549,1,12,0,142.0,0.0
2015-12-14,637,0,12,0,140.0,1.0
2015-12-15,755,0,12,0,167.0,1.0
2015-12-16,673,0,12,0,149.0,2.0
2015-12-17,745,0,12,0,179.0,0.0
2015-12-18,767,0,12,0,190.0,2.0
2015-12-19,624,1,12,0,121.0,0.0
2015-12-20,500,1,12,0,128.0,0.0
2015-12-21,612,0,12,0,138.0,0.0
2015-12-22,699,0,12,0,161.0,0.0
2015-12-23,805,0,12,0,231.0,1.0
2015-12-24,603,0,12,0,162.0,1.0
2015-12-25,321,0,12,0,121.0,1.0
2015-12-26,395,1,12,0,123.0,0.0
2015-12-27,518,1,12,0,166.0,0.0
2015-12-28,490,0,12,0,107.0,0.0
2015-12-29,533,0,12,0,130.0,0.0
2015-12-30,501,0,12,0,145.0,0.0
2015-12-31,527,0,12,0,96.0,0.0
2016-01-01,393,0,1,0,123.0,0.0
2016-01-02,422,1,1,0,120.0,0.0
2016-01-03,432,1,1,0,128.0,0.0
2016-01-04,601,0,1,0,124.0,1.0
2016-01-05,640,0,1,0,107.0,0.0
2016-01-06,625,0,1,0,124.0,0.0
2016-01-07,542,0,1,0,121.0,1.0
2016-01-08,602,0,1,0,132.0,2.0
2016-01-09,554,1,1,0,140.0,0.0
2016-01-10,462,1,1,0,125.0,1.0
2016-01-11,680,0,1,0,144.0,1.0
2016-01-12,637,0,1,0,116.0,1.0
2016-01-13,605,0,1,0,138.0,0.0
2016-01-14,597,0,1,0,131.0,1.0
2016-01-15,722,0,1,0,147.0,1.0
2016-01-16,563,1,1,0,136.0,2.0
2016-01-17,451,1,1,0,115.0,0.0
2016-01-18,481,0,1,0,123.0,1.0
2016-01-19,662,0,1,0,165.0,1.0
2016-01-20,623,0,1,0,132.0,0.0
2016-01-21,666,0,1,0,145.0,1.0
2016-01-22,702,0,1,0,140.0,1.0
2016-01-23,402,1,1,0,41.0,0.0
2016-01-24,517,1,1,0,55.0,0.0
2016-01-25,658,0,1,0,74.0,0.0
2016-01-26,734,0,1,0,102.0,0.0
2016-01-27,670,0,1,0,105.0,0.0
2016-01-28,681,0,1,0,124.0,1.0
2016-01-29,645,0,1,0,112.0,0.0
2016-01-30,596,1,1,0,101.0,1.0
2016-01-31,532,1,1,0,99.0,0.0
2016-02-01,716,0,2,0,150.0,0.0
2016-02-02,711,0,2,0,145.0,0.0
2016-02-03,579,0,2,0,133.0,1.0
2016-02-04,609,0,2,0,123.0,0.0
2016-02-05,607,0,2,0,135.0,1.0
2016-02-06,553,1,2,0,135.0,1.0
2016-02-07,423,1,2,0,104.0,0.0
2016-02-08,501,0,2,0,89.0,0.0
2016-02-09,571,0,2,0,100.0,0.0
2016-02-10,537,0,2,0,109.0,3.0
2016-02-11,622,0,2,0,150.0,1.0
2016-02-12,628,0,2,0,144.0,1.0
2016-02-13,480,1,2,0,110.0,0.0
2016-02-14,309,1,2,0,55.0,0.0
2016-02-15,291,0,2,0,65.0,1.0
2016-02-16,615,0,2,0,129.0,1.0
2016-02-17,525,0,2,0,84.0,0.0
2016-02-18,592,0,2,0,117.0,0.0
2016-02-19,532,0,2,0,99.0,0.0
2016-02-20,555,1,2,0,140.0,2.0
2016-02-21,481,1,2,0,112.0,0.0
2016-02-22,615,0,2,0,103.0,1.0
2016-02-23,623,0,2,0,140.0,0.0
2016-02-24,660,0,2,0,148.0,0.0
2016-02-25,663,0,2,0,151.0,0.0
2016-02-26,476,0,2,0,116.0,0.0
2016-02-27,388,1,2,0,112.0,0.0
2016-02-28,509,1,2,0,117.0,5.0
2016-02-29,616,0,2,0,152.0,1.0
2016-03-01,662,0,3,0,122.0,0.0
2016-03-02,653,0,3,0,127.0,0.0
2016-03-03,625,0,3,0,121.0,1.0
2016-03-04,685,0,3,0,135.0,0.0
2016-03-05,601,1,3,0,148.0,0.0
2016-03-06,500,1,3,0,123.0,1.0
2016-03-07,571,0,3,0,115.0,0.0
2016-03-08,632,0,3,0,156.0,0.0
2016-03-09,660,0,3,0,170.0,0.0
2016-03-10,629,0,3,0,146.0,1.0
2016-03-11,672,0,3,0,155.0,2.0
2016-03-12,625,1,3,0,162.0,0.0
2016-03-13,435,1,3,0,111.0,0.0
2016-03-14,640,0,3,0,154.0,0.0
2016-03-15,608,0,3,0,139.0,1.0
2016-03-16,629,0,3,0,191.0,0.0
2016-03-17,612,0,3,0,155.0,0.0
2016-03-18,644,0,3,0,163.0,0.0
2016-03-19,540,1,3,0,160.0,1.0
2016-03-20,479,1,3,0,189.0,1.0
2016-03-21,617,0,3,0,198.0,0.0
2016-03-22,628,0,3,0,155.0,1.0
2016-03-23,621,0,3,0,156.0,0.0
2016-03-24,635,0,3,0,176.0,0.0
2016-03-25,546,0,3,0,170.0,0.0
2016-03-26,530,1,3,0,157.0,2.0
2016-03-27,459,1,3,0,162.0,0.0
2016-03-28,658,0,3,0,199.0,0.0
2016-03-29,683,0,3,0,172.0,0.0
2016-03-30,650,0,3,0,159.0,0.0
2016-03-31,652,0,3,0,177.0,0.0
2016-04-01,702,0,4,0,201.0,0.0
2016-04-02,597,1,4,0,191.0,0.0
2016-04-03,585,1,4,0,177.0,0.0
2016-04-04,683,0,4,0,193.0,1.0
2016-04-05,672,0,4,0,171.0,1.0
2016-04-06,628,0,4,0,167.0,1.0
2016-04-07,630,0,4,0,162.0,2.0
2016-04-08,696,0,4,0,193.0,0.0
2016-04-09,557,1,4,0,153.0,1.0
2016-04-10,499,1,4,0,176.0,0.0
2016-04-11,624,0,4,0,147.0,0.0
2016-04-12,638,0,4,0,150.0,1.0
2016-04-13,700,0,4,0,184.0,0.0
2016-04-14,674,0,4,0,156.0,3.0
2016-04-15,733,0,4,0,158.0,1.0
2016-04-16,679,1,4,0,196.0,0.0
2016-04-17,568,1,4,0,197.0,1.0
2016-04-18,687,0,4,0,197.0,0.0
2016-04-19,732,0,4,0,203.0,0.0
2016-04-20,697,0,4,0,212.0,3.0
2016-04-21,694,0,4,0,189.0,0.0
2016-04-22,741,0,4,0,196.0,0.0
2016-04-23,649,1,4,0,210.0,0.0
2016-04-24,448,1,4,0,137.0,0.0
2016-04-25,488,0,4,0,137.0,0.0
2016-04-26,479,0,4,0,141.0,0.0
2016-04-27,510,0,4,0,143.0,1.0
2016-04-28,489,0,4,0,104.0,0.0
2016-04-29,517,0,4,0,133.0,0.0
2016-04-30,581,1,4,0,193.0,1.0
2016-05-01,484,1,5,0,170.0,2.0
2016-05-02,589,0,5,0,130.0,1.0
2016-05-03,711,0,5,0,168.0,0.0
2016-05-04,653,0,5,0,169.0,1.0
2016-05-05,626,0,5,0,154.0,0.0
2016-05-06,728,0,5,0,174.0,2.0
2016-05-07,571,1,5,0,172.0,0.0
2016-05-08,591,1,5,0,200.0,1.0
2016-05-09,646,0,5,0,183.0,2.0
2016-05-10,608,0,5,0,151.0,2.0
2016-05-11,699,0,5,0,193.0,0.0
2016-05-12,744,0,5,0,197.0,0.0
2016-05-13,766,0,5,0,182.0,0.0
2016-05-14,589,1,5,0,184.0,2.0
2016-05-15,510,1,5,0,152.0,0.0
2016-05-16,742,0,5,0,209.0,1.0
2016-05-17,624,0,5,0,167.0,1.0
2016-05-18,676,0,5,0,147.0,0.0
2016-05-19,694,0,5,0,191.0,0.0
2016-05-20,782,0,5,0,229.0,1.0
2016-05-21,568,1,5,0,210.0,0.0
2016-05-22,571,1,5,0,181.0,1.0
2016-05-23,652,0,5,0,173.0,0.0
2016-05-24,695,0,5,0,178.0,1.0
2016-05-25,733,0,5,0,174.0,0.0
2016-05-26,742,0,5,0,158.0,1.0
2016-05-27,767,0,5,0,213.0,0.0
2016-05-28,627,1,5,0,223.0,1.0
2016-05-29,566,1,5,0,205.0,1.0
2016-05-30,471,0,5,0,141.0,0.0
2016-05-31,760,0,5,0,194.0,1.0
2016-06-01,772,0,6,0,196.0,0.0
2016-06-02,683,0,6,0,180.0,0.0
2016-06-03,710,0,6,0,171.0,0.0
2016-06-04,635,1,6,0,204.0,0.0
2016-06-05,466,1,6,0,143.0,1.0
2016-06-06,758,0,6,0,220.0,1.0
2016-06-07,709,0,6,0,207.0,2.0
2016-06-08,763,0,6,0,220.0,0.0
2016-06-09,686,0,6,0,140.0,0.0
2016-06-10,818,0,6,0,244.0,2.0
2016-06-11,584,1,6,0,175.0,3.0
2016-06-12,587,1,6,0,205.0,1.0
2016-06-13,646,0,6,0,169.0,3.0
2016-06-14,717,0,6,0,166.0,0.0
2016-06-15,739,0,6,0,171.0,0.0
2016-06-16,689,0,6,0,157.0,2.0
2016-06-17,748,0,6,0,215.0,1.0
2016-06-18,700,1,6,0,211.0,2.0
2016-06-19,559,1,6,0,220.0,5.0
2016-06-20,745,0,6,0,196.0,1.0
2016-06-21,681,0,6,0,175.0,0.0
2016-06-22,751,0,6,0,180.0,0.0
2016-06-23,643,0,6,0,144.0,0.0
2016-06-24,811,0,6,0,228.0,1.0
2016-06-25,688,1,6,0,200.0,1.0
2016-06-26,582,1,6,0,238.0,0.0
2016-06-27,718,0,6,0,182.0,0.0
2016-06-28,675,0,6,0,177.0,1.0
2016-06-29,687,0,6,0,164.0,1.0
2016-06-30,761,0,6,0,175.0,1.0
2016-07-01,752,0,7,0,207.0,3.0
2016-07-02,570,1,7,0,155.0,2.0
2016-07-03,448,1,7,0,190.0,2.0
2016-07-04,488,0,7,0,193.0,0.0
2016-07-05,663,0,7,0,213.0,0.0
2016-07-06,680,0,7,0,160.0,0.0
2016-07-07,603,0,7,0,150.0,3.0
2016-07-08,612,0,7,0,151.0,1.0
2016-07-09,498,1,7,0,170.0,0.0
2016-07-10,508,1,7,0,183.0,1.0
2016-07-11,618,0,7,0,200.0,1.0
2016-07-12,662,0,7,0,150.0,1.0
2016-07-13,607,0,7,0,165.0,0.0
2016-07-14,741,0,7,0,188.0,0.0
2016-07-15,798,0,7,0,236.0,0.0
2016-07-16,623,1,7,0,191.0,1.0
2016-07-17,574,1,7,0,200.0,2.0
2016-07-18,725,0,7,0,197.0,0.0
2016-07-19,699,0,7,0,179.0,0.0
2016-07-20,698,0,7,0,168.0,0.0
2016-07-21,731,0,7,0,220.0,1.0
2016-07-22,769,0,7,0,180.0,0.0
2016-07-23,650,1,7,0,212.0,1.0
2016-07-24,566,1,7,0,177.0,0.0
2016-07-25,698,0,7,0,161.0,0.0
2016-07-26,688,0,7,0,164.0,0.0
2016-07-27,690,0,7,0,209.0,1.0
2016-07-28,709,0,7,0,197.0,0.0
2016-07-29,774,0,7,0,199.0,0.0
2016-07-30,599,1,7,0,198.0,0.0
2016-07-31,529,1,7,0,160.0,1.0
2016-08-01,569,0,8,0,139.0,3.0
2016-08-02,602,0,8,0,197.0,0.0
2016-08-03,687,0,8,0,181.0,0.0
2016-08-04,715,0,8,0,196.0,0.0
2016-08-05,700,0,8,0,182.0,0.0
2016-08-06,578,1,8,0,176.0,1.0
2016-08-07,540,1,8,0,189.0,1.0
2016-08-08,632,0,8,0,159.0,0.0
2016-08-09,650,0,8,0,173.0,2.0
2016-08-10,618,0,8,0,203.0,0.0
2016-08-11,672,0,8,0,196.0,0.0
2016-08-12,729,0,8,0,220.0,1.0
2016-08-13,614,1,8,0,178.0,1.0
2016-08-14,521,1,8,0,143.0,2.0
2016-08-15,643,0,8,0,160.0,0.0
2016-08-16,644,0,8,0,200.0,1.0
2016-08-17,658,0,8,0,153.0,1.0
2016-08-18,635,0,8,0,183.0,2.0
2016-08-19,707,0,8,0,213.0,0.0
2016-08-20,579,1,8,0,142.0,0.0
2016-08-21,512,1,8,0,177.0,1.0
2016-08-22,669,0,8,0,182.0,1.0
2016-08-23,637,0,8,0,178.0,2.0
2016-08-24,635,0,8,0,145.0,1.0
2016-08-25,659,0,8,0,185.0,0.0
2016-08-26,756,0,8,0,181.0,0.0
2016-08-27,624,1,8,0,169.0,1.0
2016-08-28,559,1,8,0,170.0,0.0
2016-08-29,673,0,8,0,188.0,2.0
2016-08-30,622,0,8,0,174.0,2.0
2016-08-31,661,0,8,0,180.0,4.0
2016-09-01,675,0,9,0,168.0,0.0
2016-09-02,697,0,9,0,180.0,1.0
2016-09-03,498,1,9,0,177.0,0.0
2016-09-04,466,1,9,0,156.0,1.0
2016-09-05,419,0,9,0,130.0,1.0
2016-09-06,626,0,9,0,137.0,1.0
2016-09-07,648,0,9,0,155.0,0.0
2016-09-08,717,0,9,0,201.0,0.0
2016-09-09,715,0,9,0,136.0,0.0
2016-09-10,598,1,9,0,192.0,0.0
2016-09-11,538,1,9,0,180.0,1.0
2016-09-12,648,0,9,0,215.0,0.0
2016-09-13,779,0,9,0,242.0,1.0
2016-09-14,779,0,9,0,193.0,0.0
2016-09-15,757,0,9,0,215.0,1.0
2016-09-16,780,0,9,0,184.0,0.0
2016-09-17,646,1,9,0,197.0,2.0
2016-09-18,535,1,9,0,177.0,0.0
2016-09-19,680,0,9,0,198.0,1.0
2016-09-20,619,0,9,0,159.0,0.0
2016-09-21,621,0,9,0,191.0,0.0
2016-09-22,660,0,9,0,189.0,0.0
2016-09-23,812,0,9,0,251.0,1.0
2016-09-24,612,1,9,0,183.0,1.0
2016-09-25,572,1,9,0,167.0,0.0
2016-09-26,623,0,9,0,177.0,0.0
2016-09-27,659,0,9,0,188.0,1.0
2016-09-28,637,0,9,0,162.0,1.0
2016-09-29,624,0,9,0,143.0,3.0
2016-09-30,872,0,9,0,254.0,1.0
2016-10-01,581,1,10,0,163.0,0.0
2016-10-02,486,1,10,0,154.0,0.0
2016-10-03,490,0,10,0,131.0,0.0
2016-10-04,523,0,10,0,117.0,2.0
2016-10-05,695,0,10,0,174.0,2.0
2016-10-06,764,0,10,0,200.0,0.0
2016-10-07,754,0,10,0,173.0,1.0
2016-10-08,633,1,10,0,159.0,1.0
2016-10-09,480,1,10,0,120.0,0.0
2016-10-10,539,0,10,0,158.0,2.0
2016-10-11,739,0,10,0,174.0,0.0
2016-10-12,498,0,10,0,159.0,0.0
2016-10-13,757,0,10,0,177.0,0.0
2016-10-14,767,0,10,0,197.0,2.0
2016-10-15,641,1,10,0,163.0,2.0
2016-10-16,503,1,10,0,173.0,1.0
2016-10-17,585,0,10,0,159.0,0.0
2016-10-18,590,0,10,0,149.0,1.0
2016-10-19,676,0,10,0,180.0,0.0
2016-10-20,662,0,10,0,158.0,0.0
2016-10-21,851,0,10,0,243.0,1.0
2016-10-22,629,1,10,0,202.0,2.0
2016-10-23,534,1,10,0,153.0,1.0
2016-10-24,573,0,10,0,143.0,1.0
2016-10-25,566,0,10,0,138.0,0.0
2016-10-26,706,0,10,0,187.0,0.0
2016-10-27,831,0,10,0,198.0,0.0
2016-10-28,798,0,10,0,174.0,1.0
2016-10-29,614,1,10,0,177.0,0.0
2016-10-30,557,1,10,0,175.0,1.0
2016-10-31,655,0,10,0,169.0,0.0
2016-11-01,732,0,11,0,173.0,1.0
2016-11-02,665,0,11,0,164.0,1.0
2016-11-03,689,0,11,0,193.0,0.0
2016-11-04,777,0,11,0,241.0,1.0
2016-11-05,626,1,11,0,170.0,1.0
2016-11-06,532,1,11,0,142.0,0.0
2016-11-07,699,0,11,0,198.0,1.0
2016-11-08,620,0,11,0,194.0,2.0
2016-11-09,541,0,11,0,134.0,1.0
2016-11-10,706,0,11,0,154.0,0.0
2016-11-11,665,0,11,0,168.0,0.0
2016-11-12,603,1,11,0,157.0,0.0
2016-11-13,518,1,11,0,161.0,3.0
2016-11-14,668,0,11,0,158.0,0.0
2016-11-15,741,0,11,0,193.0,1.0
2016-11-16,705,0,11,0,163.0,0.0
2016-11-17,707,0,11,0,168.0,2.0
2016-11-18,776,0,11,0,213.0,1.0
2016-11-19,692,1,11,0,228.0,2.0
2016-11-20,529,1,11,0,169.0,0.0
2016-11-21,684,0,11,0,141.0,1.0
2016-11-22,765,0,11,0,162.0,0.0
2016-11-23,807,0,11,0,175.0,0.0
2016-11-24,428,0,11,0,136.0,0.0
2016-11-25,455,0,11,0,161.0,0.0
2016-11-26,463,1,11,0,119.0,0.0
2016-11-27,466,1,11,0,101.0,0.0
2016-11-28,647,0,11,0,142.0,0.0
2016-11-29,752,0,11,0,236.0,0.0
2016-11-30,730,0,11,0,194.0,0.0
2016-12-01,734,0,12,0,191.0,1.0
2016-12-02,690,0,12,0,159.0,0.0
2016-12-03,592,1,12,0,165.0,1.0
2016-12-04,482,1,12,0,133.0,2.0
2016-12-05,791,0,12,0,190.0,1.0
2016-12-06,711,0,12,0,189.0,1.0
2016-12-07,637,0,12,0,160.0,0.0
2016-12-08,635,0,12,0,116.0,0.0
2016-12-09,701,0,12,0,189.0,3.0
2016-12-10,555,1,12,0,173.0,0.0
2016-12-11,522,1,12,0,173.0,0.0
2016-12-12,665,0,12,0,158.0,0.0
2016-12-13,630,0,12,0,145.0,2.0
2016-12-14,689,0,12,0,167.0,0.0
2016-12-15,749,0,12,0,168.0,2.0
2016-12-16,792,0,12,0,163.0,1.0
2016-12-17,623,1,12,0,136.0,0.0
2016-12-18,521,1,12,0,174.0,0.0
2016-12-19,722,0,12,0,172.0,3.0
2016-12-20,719,0,12,0,174.0,0.0
2016-12-21,676,0,12,0,171.0,0.0
2016-12-22,700,0,12,0,152.0,0.0
2016-12-23,692,0,12,0,200.0,0.0
2016-12-24,554,1,12,0,155.0,0.0
2016-12-25,365,1,12,0,111.0,0.0
2016-12-26,394,0,12,0,117.0,0.0
2016-12-27,569,0,12,0,172.0,5.0
2016-12-28,546,0,12,0,126.0,2.0
2016-12-29,542,0,12,0,135.0,0.0
2016-12-30,583,0,12,0,133.0,0.0
2016-12-31,465,1,12,0,122.0,0.0
2017-01-01,485,1,1,0,168.0,4.0
2017-01-02,449,0,1,0,111.0,0.0
2017-01-03,659,0,1,0,206.0,1.0
2017-01-04,590,0,1,0,129.0,0.0
2017-01-05,552,0,1,0,98.0,1.0
2017-01-06,600,0,1,0,174.0,0.0
2017-01-07,896,1,1,0,166.0,0.0
2017-01-08,406,1,1,0,86.0,0.0
2017-01-09,669,0,1,0,162.0,3.0
2017-01-10,597,0,1,0,163.0,1.0
2017-01-11,629,0,1,0,145.0,1.0
2017-01-12,646,0,1,0,172.0,0.0
2017-01-13,604,0,1,0,161.0,0.0
2017-01-14,495,1,1,0,149.0,0.0
2017-01-15,490,1,1,0,138.0,0.0
2017-01-16,477,0,1,0,125.0,0.0
2017-01-17,657,0,1,0,199.0,0.0
2017-01-18,549,0,1,0,146.0,2.0
2017-01-19,610,0,1,0,138.0,1.0
2017-01-20,605,0,1,0,130.0,0.0
2017-01-21,475,1,1,0,128.0,0.0
2017-01-22,411,1,1,0,123.0,0.0
2017-01-23,667,0,1,0,202.0,2.0
2017-01-24,564,0,1,0,158.0,1.0
2017-01-25,576,0,1,0,141.0,0.0
2017-01-26,563,0,1,0,150.0,0.0
2017-01-27,583,0,1,0,120.0,0.0
2017-01-28,501,1,1,0,138.0,0.0
2017-01-29,428,1,1,0,124.0,0.0
2017-01-30,545,0,1,0,143.0,1.0
2017-01-31,571,0,1,0,121.0,0.0
2017-02-01,574,0,2,0,130.0,1.0
2017-02-02,586,0,2,0,141.0,0.0
2017-02-03,609,0,2,0,131.0,0.0
2017-02-04,541,1,2,0,143.0,2.0
2017-02-05,429,1,2,0,120.0,0.0
2017-02-06,568,0,2,0,133.0,1.0
2017-02-07,626,0,2,0,170.0,1.0
2017-02-08,673,0,2,0,185.0,0.0
2017-02-09,507,0,2,0,86.0,0.0
2017-02-10,708,0,2,0,130.0,0.0
2017-02-11,511,1,2,0,120.0,1.0
2017-02-12,439,1,2,0,126.0,0.0
2017-02-13,642,0,2,0,141.0,0.0
2017-02-14,688,0,2,0,177.0,0.0
2017-02-15,603,0,2,0,123.0,1.0
2017-02-16,652,0,2,0,159.0,0.0
2017-02-17,680,0,2,0,168.0,2.0
2017-02-18,570,1,2,0,161.0,1.0
2017-02-19,438,1,2,0,125.0,0.0
2017-02-20,428,0,2,0,123.0,0.0
2017-02-21,483,0,2,0,120.0,0.0
2017-02-22,477,0,2,0,110.0,0.0
2017-02-23,581,0,2,0,140.0,0.0
2017-02-24,657,0,2,0,233.0,1.0
2017-02-25,573,1,2,0,169.0,1.0
2017-02-26,462,1,2,0,107.0,0.0
2017-02-27,540,0,2,0,127.0,1.0
2017-02-28,591,0,2,0,153.0,0.0
2017-03-01,571,0,3,0,138.0,1.0
2017-03-02,653,0,3,0,145.0,0.0
2017-03-03,745,0,3,0,159.0,1.0
2017-03-04,536,1,3,0,131.0,0.0
2017-03-05,489,1,3,0,124.0,0.0
2017-03-06,618,0,3,0,128.0,0.0
2017-03-07,637,0,3,0,117.0,4.0
2017-03-08,609,0,3,0,135.0,0.0
2017-03-09,665,0,3,0,162.0,1.0
2017-03-10,612,0,3,0,167.0,0.0
2017-03-11,548,1,3,0,155.0,0.0
2017-03-12,516,1,3,0,142.0,1.0
2017-03-13,792,0,3,0,174.0,0.0
2017-03-14,374,0,3,0,39.0,0.0
2017-03-15,650,0,3,0,88.0,0.0
2017-03-16,839,0,3,0,162.0,3.0
2017-03-17,756,0,3,0,140.0,0.0
2017-03-18,504,1,3,0,119.0,0.0
2017-03-19,550,1,3,0,120.0,1.0
2017-03-20,750,0,3,0,189.0,1.0
2017-03-21,636,0,3,0,142.0,0.0
2017-03-22,617,0,3,0,151.0,0.0
2017-03-23,703,0,3,0,180.0,3.0
2017-03-24,654,0,3,0,163.0,0.0
2017-03-25,571,1,3,0,152.0,0.0
2017-03-26,456,1,3,0,120.0,0.0
2017-03-27,629,0,3,0,157.0,1.0
2017-03-28,592,0,3,0,134.0,0.0
2017-03-29,672,0,3,0,197.0,0.0
2017-03-30,639,0,3,0,140.0,0.0
2017-03-31,753,0,3,0,178.0,0.0
2017-04-01,591,1,4,0,133.0,1.0
2017-04-02,514,1,4,0,158.0,0.0
2017-04-03,646,0,4,0,158.0,1.0
2017-04-04,598,0,4,0,118.0,0.0
2017-04-05,587,0,4,0,150.0,2.0
2017-04-06,713,0,4,0,150.0,0.0
2017-04-07,694,0,4,0,172.0,0.0
2017-04-08,627,1,4,0,156.0,1.0
2017-04-09,541,1,4,0,167.0,1.0
2017-04-10,634,0,4,0,120.0,1.0
2017-04-11,519,0,4,0,151.0,1.0
2017-04-12,540,0,4,0,133.0,0.0
2017-04-13,590,0,4,0,160.0,1.0
2017-04-14,515,0,4,0,160.0,1.0
2017-04-15,495,1,4,0,149.0,0.0
2017-04-16,481,1,4,0,134.0,1.0
2017-04-17,488,0,4,0,131.0,2.0
2017-04-18,516,0,4,0,125.0,1.0
2017-04-19,580,0,4,0,144.0,0.0
2017-04-20,632,0,4,0,158.0,1.0
2017-04-21,690,0,4,0,150.0,0.0
2017-04-22,551,1,4,0,138.0,1.0
2017-04-23,517,1,4,0,169.0,2.0
2017-04-24,541,0,4,0,136.0,1.0
2017-04-25,723,0,4,0,172.0,0.0
2017-04-26,630,0,4,0,153.0,0.0
2017-04-27,688,0,4,0,158.0,0.0
2017-04-28,857,0,4,0,201.0,0.0
2017-04-29,661,1,4,0,211.0,4.0
2017-04-30,470,1,4,0,131.0,0.0
2017-05-01,639,0,5,0,149.0,0.0
2017-05-02,743,0,5,0,190.0,0.0
2017-05-03,714,0,5,0,155.0,0.0
2017-05-04,701,0,5,0,178.0,1.0
2017-05-05,776,0,5,0,177.0,0.0
2017-05-06,685,1,5,0,206.0,0.0
2017-05-07,514,1,5,0,172.0,1.0
2017-05-08,638,0,5,0,180.0,0.0
2017-05-09,651,0,5,0,144.0,0.0
2017-05-10,668,0,5,0,143.0,0.0
2017-05-11,686,0,5,0,189.0,2.0
2017-05-12,817,0,5,0,194.0,0.0
2017-05-13,683,1,5,0,200.0,0.0
2017-05-14,633,1,5,0,176.0,0.0
2017-05-15,729,0,5,0,146.0,0.0
2017-05-16,694,0,5,0,162.0,1.0
2017-05-17,753,0,5,0,209.0,1.0
2017-05-18,911,0,5,0,311.0,1.0
2017-05-19,974,0,5,0,202.0,0.0
2017-05-20,612,1,5,0,160.0,0.0
2017-05-21,618,1,5,0,176.0,1.0
2017-05-22,719,0,5,0,174.0,1.0
2017-05-23,659,0,5,0,155.0,0.0
2017-05-24,641,0,5,0,158.0,0.0
2017-05-25,742,0,5,0,203.0,0.0
2017-05-26,776,0,5,0,202.0,0.0
2017-05-27,475,1,5,0,123.0,1.0
2017-05-28,474,1,5,0,149.0,1.0
2017-05-29,371,0,5,0,110.0,2.0
2017-05-30,647,0,5,0,184.0,0.0
2017-05-31,669,0,5,0,188.0,0.0
2017-06-01,654,0,6,0,180.0,0.0
2017-06-02,737,0,6,0,213.0,0.0
2017-06-03,637,1,6,0,219.0,1.0
2017-06-04,468,1,6,0,148.0,0.0
2017-06-05,656,0,6,0,158.0,0.0
2017-06-06,660,0,6,0,190.0,0.0
2017-06-07,675,0,6,0,155.0,0.0
2017-06-08,660,0,6,0,190.0,1.0
2017-06-09,770,0,6,0,182.0,0.0
2017-06-10,665,1,6,0,177.0,1.0
2017-06-11,702,1,6,0,212.0,1.0
2017-06-12,804,0,6,0,197.0,2.0
2017-06-13,829,0,6,0,193.0,0.0
2017-06-14,754,0,6,0,226.0,0.0
